country;iso3;year;sex;age_group;pop;type;expected.mean;acm.mean;excess.mean
China;CHN;2021;Male;45-54;117073342;predicted;501285,7963;528064,5607;30976,84942
China;CHN;2021;Male;55-64;87944653;predicted;901000,414;912814,9485;13403,48411
China;CHN;2021;Male;65-74;58502684;predicted;1578936,756;1551958,644;-32014,26971
China;CHN;2021;Male;75-84;21595070;predicted;1546334,085;1460859,697;-100092,2848
China;CHN;2021;Male;>85;4487909;predicted;883062,0182;910478,6883;31571,57424
Côte d'Ivoire;CIV;2020;Female;0-24;8330027;predicted;36500,86379;36508,01489;0
Côte d'Ivoire;CIV;2020;Female;25-34;1877926;predicted;7823,824142;7160,949545;-668,407525
Côte d'Ivoire;CIV;2020;Female;35-44;1434461;predicted;9966,927548;10005,68954;37,030925
Côte d'Ivoire;CIV;2020;Female;45-54;853148;predicted;9448,828497;10061,55069;614,5488138
Côte d'Ivoire;CIV;2020;Female;55-64;453078;predicted;8977,751684;9793,22257;818,611017
Côte d'Ivoire;CIV;2020;Female;65-74;213093;predicted;7746,579666;8404,27881;660,1320566
Côte d'Ivoire;CIV;2020;Female;75-84;81566;predicted;5502,92602;5562,476687;58,82459546
Côte d'Ivoire;CIV;2020;Female;>85;19331;predicted;3066,966362;3638,627443;574,4983254
Côte d'Ivoire;CIV;2020;Male;0-24;8480381;predicted;45711,12006;45720,0756;0
Côte d'Ivoire;CIV;2020;Male;25-34;1887464;predicted;7750,251385;6962,238202;-794,2850168
Côte d'Ivoire;CIV;2020;Male;35-44;1453126;predicted;9823,974606;9715,478599;-111,0854763
Côte d'Ivoire;CIV;2020;Male;45-54;931334;predicted;10788,27843;11611,81351;826,3669162
Côte d'Ivoire;CIV;2020;Male;55-64;465000;predicted;10033,58766;11457,52273;1430,530402
Côte d'Ivoire;CIV;2020;Male;65-74;231664;predicted;10228,05748;11772,11705;1551,339786
Côte d'Ivoire;CIV;2020;Male;75-84;83828;predicted;7196,186817;7826,889669;633,0817115
Côte d'Ivoire;CIV;2020;Male;>85;13816;predicted;2541,071857;3227,995468;690,5584529
Côte d'Ivoire;CIV;2021;Female;0-24;8511579;predicted;35599,19367;35599,39698;0
Côte d'Ivoire;CIV;2021;Female;25-34;1939703;predicted;7707,476832;7564,346598;-143,1904202
Côte d'Ivoire;CIV;2021;Female;35-44;1458340;predicted;9785,041005;10654,362;869,3632581
Côte d'Ivoire;CIV;2021;Female;45-54;894854;predicted;9556,942629;11094,81458;1537,991008
Côte d'Ivoire;CIV;2021;Female;55-64;470642;predicted;9142,310439;10338,93675;1196,709204
Côte d'Ivoire;CIV;2021;Female;65-74;222148;predicted;7834,078476;8367,882691;533,8197408
Côte d'Ivoire;CIV;2021;Female;75-84;82456;predicted;5405,844389;5574,20036;168,3441027
Côte d'Ivoire;CIV;2021;Female;>85;19275;predicted;2972,80778;3562,345654;589,5874606
Côte d'Ivoire;CIV;2021;Male;0-24;8663309;predicted;44696,76712;44697,02239;0
Côte d'Ivoire;CIV;2021;Male;25-34;1946362;predicted;7700,695344;7635,010981;-65,73576487
Côte d'Ivoire;CIV;2021;Male;35-44;1476743;predicted;9640,999968;10546,70954;905,7567683
Côte d'Ivoire;CIV;2021;Male;45-54;970815;predicted;11001,04497;12636,61502;1635,691891
Côte d'Ivoire;CIV;2021;Male;55-64;485576;predicted;10157,75074;11251,96808;1094,282868
Côte d'Ivoire;CIV;2021;Male;65-74;235842;predicted;10280,19294;11048,26653;768,1015892
Côte d'Ivoire;CIV;2021;Male;75-84;84599;predicted;7150,150642;7391,610401;241,4461827
Côte d'Ivoire;CIV;2021;Male;>85;13483;predicted;2454,162868;2788,335452;334,1962985
Cameroon;CMR;2020;Female;0-24;8196864;predicted;38065,03824;38077,75022;0
Cameroon;CMR;2020;Female;25-34;1988362;predicted;6773,076385;6113,13298;-671,4211643
Cameroon;CMR;2020;Female;35-44;1355757;predicted;7358,475233;7281,309262;-80,73147697
Cameroon;CMR;2020;Female;45-54;845992;predicted;7574,871796;7958,519316;386,4218492
Cameroon;CMR;2020;Female;55-64;497624;predicted;8462,100862;9102,139679;646,0809064
Cameroon;CMR;2020;Female;65-74;262524;predicted;10111,88991;10798,99222;693,2407586
Cameroon;CMR;2020;Female;75-84;112270;predicted;9688,012848;9656,989126;-34,73585601
Cameroon;CMR;2020;Female;>85;19605;predicted;3778,719547;4265,693671;492,4718252
Cameroon;CMR;2020;Male;0-24;8277231;predicted;46420,12354;46435,62574;0
Cameroon;CMR;2020;Male;25-34;1975481;predicted;7876,354475;6977,669764;-913,8585877
Cameroon;CMR;2020;Male;35-44;1342082;predicted;8401,49694;8182,158987;-225,2352253
Cameroon;CMR;2020;Male;45-54;824009;predicted;8975,813497;9537,341079;566,3030931
Cameroon;CMR;2020;Male;55-64;462618;predicted;9571,881678;10790,38354;1232,218603
Cameroon;CMR;2020;Male;65-74;224881;predicted;9694,787461;11003,82857;1323,976266
Cameroon;CMR;2020;Male;75-84;88542;predicted;7868,861898;8435,956927;572,3228373
Cameroon;CMR;2020;Male;>85;14684;predicted;2846,267713;3557,393928;720,0591539
Cameroon;CMR;2021;Female;0-24;8394424;predicted;36821,96658;36824,88014;0
Cameroon;CMR;2021;Female;25-34;2034497;predicted;6622,494385;6902,228054;279,4704529
Cameroon;CMR;2021;Female;35-44;1410010;predicted;7364,79132;8506,60077;1142,292653
Cameroon;CMR;2021;Female;45-54;877382;predicted;7626,736253;9405,876548;1780,198039
Cameroon;CMR;2021;Female;55-64;516539;predicted;8560,569385;10273,52806;1713,880648
Cameroon;CMR;2021;Female;65-74;267239;predicted;10039,30945;11354,74714;1315,871249
Cameroon;CMR;2021;Female;75-84;113367;predicted;9593,37237;10497,91751;904,6302319
Cameroon;CMR;2021;Female;>85;19494;predicted;3663,582732;4559,813075;896,777299
Cameroon;CMR;2021;Male;0-24;8480881;predicted;45073,86333;45077,42981;0
Cameroon;CMR;2021;Male;25-34;2020624;predicted;7766,444999;8175,786704;409,1089472
Cameroon;CMR;2021;Male;35-44;1395030;predicted;8428,980747;9772,788612;1344,395458
Cameroon;CMR;2021;Male;45-54;854124;predicted;9041,270114;11029,00504;1988,875477
Cameroon;CMR;2021;Male;55-64;480308;predicted;9708,079291;11412,77769;1705,521769
Cameroon;CMR;2021;Male;65-74;228709;predicted;9660,889184;11016,32211;1355,933807
Cameroon;CMR;2021;Male;75-84;89209;predicted;7813,373634;8569,301102;756,0147165
Cameroon;CMR;2021;Male;>85;14293;predicted;2765,953241;3330,069637;564,4242383
Democratic Republic of the Congo;COD;2020;Female;0-24;30415576;predicted;177270,6444;177297,7949;0
Democratic Republic of the Congo;COD;2020;Female;25-34;6186741;predicted;20846,82875;18697,17395;-2173,585642
Democratic Republic of the Congo;COD;2020;Female;35-44;4012907;predicted;18259,34372;17973,60361;-291,3160981
Democratic Republic of the Congo;COD;2020;Female;45-54;2802348;predicted;19065,80845;19937,29001;876,9281661
Democratic Republic of the Congo;COD;2020;Female;55-64;1840516;predicted;24066,72952;25758,08924;1703,930752
Democratic Republic of the Congo;COD;2020;Female;65-74;1046609;predicted;34090,84408;36209,96603;2134,263469
Democratic Republic of the Congo;COD;2020;Female;75-84;419996;predicted;32923,71443;32666,06654;-265,2208742
Democratic Republic of the Congo;COD;2020;Female;>85;58392;predicted;10272,89058;11318,39551;1053,987546
Democratic Republic of the Congo;COD;2020;Male;0-24;30460372;predicted;213911,1568;213943,9191;0
Democratic Republic of the Congo;COD;2020;Male;25-34;6092665;predicted;27194,32378;23941,69869;-3288,162183
Democratic Republic of the Congo;COD;2020;Male;35-44;3909588;predicted;22056,65403;21362,0402;-704,7156209
Democratic Republic of the Congo;COD;2020;Male;45-54;2660275;predicted;24006,93905;25391,17432;1393,857076
Democratic Republic of the Congo;COD;2020;Male;55-64;1685923;predicted;28587,50044;32069,20763;3510,825241
Democratic Republic of the Congo;COD;2020;Male;65-74;900924;predicted;34621,12296;39069,35222;4485,724645
Democratic Republic of the Congo;COD;2020;Male;75-84;318841;predicted;28125,42239;30009,28471;1897,660088
Democratic Republic of the Congo;COD;2020;Male;>85;35173;predicted;6976,418094;8225,836339;1260,374872
Democratic Republic of the Congo;COD;2021;Female;0-24;31394186;predicted;175608,3616;175618,4398;0
Democratic Republic of the Congo;COD;2021;Female;25-34;6421911;predicted;20970,50941;21292,30228;320,937805
Democratic Republic of the Congo;COD;2021;Female;35-44;4174446;predicted;18431,16393;20780,01606;2350,346138
Democratic Republic of the Congo;COD;2021;Female;45-54;2869580;predicted;19099,98907;23013,12996;3916,296683
Democratic Republic of the Congo;COD;2021;Female;55-64;1897891;predicted;24273,72297;28439,87327;4169,283832
Democratic Republic of the Congo;COD;2021;Female;65-74;1066233;predicted;33983,82935;37510,92457;3528,976292
Democratic Republic of the Congo;COD;2021;Female;75-84;431201;predicted;33268,29308;35529,24991;2261,502863
Democratic Republic of the Congo;COD;2021;Female;>85;59637;predicted;10326,27431;12409,35871;2084,755195
Democratic Republic of the Congo;COD;2021;Male;0-24;31445234;predicted;213381,1767;213393,4228;0
Democratic Republic of the Congo;COD;2021;Male;25-34;6324327;predicted;27844,6716;28564,22854;718,7392534
Democratic Republic of the Congo;COD;2021;Male;35-44;4067596;predicted;22621,1934;25585,3978;2966,126498
Democratic Republic of the Congo;COD;2021;Male;45-54;2723422;predicted;24264,55438;28901,60644;4640,697933
Democratic Republic of the Congo;COD;2021;Male;55-64;1734760;predicted;29101,03849;33400,35097;4302,313399
Democratic Republic of the Congo;COD;2021;Male;65-74;915782;predicted;34895,46011;38857,57798;3964,41939
Democratic Republic of the Congo;COD;2021;Male;75-84;326206;predicted;28653,5495;30685,53109;2032,543888
Democratic Republic of the Congo;COD;2021;Male;>85;35296;predicted;7057,916903;8059,497787;1002,263991
Congo;COG;2020;Female;0-24;1696221;predicted;5428,434444;5429,423155;0
Congo;COG;2020;Female;25-34;398907;predicted;1246,027376;1122,6461;-124,3899842
Congo;COG;2020;Female;35-44;323898;predicted;1664,76682;1644,264708;-20,93690953
Congo;COG;2020;Female;45-54;223707;predicted;1922,86554;2014,414029;91,77505246
Congo;COG;2020;Female;55-64;128778;predicted;2027,760688;2174,533788;147,3297065
Congo;COG;2020;Female;65-74;58432;predicted;2051,706219;2186,009249;134,7763804
Congo;COG;2020;Female;75-84;20825;predicted;1754,301002;1742,708172;-11,98769041
Congo;COG;2020;Female;>85;3580;predicted;678,499466;756,1349339;78,00211443
Congo;COG;2020;Male;0-24;1720795;predicted;6050,591042;6051,69307;0
Congo;COG;2020;Male;25-34;398828;predicted;1410,43574;1247,631345;-164,0925699
Congo;COG;2020;Male;35-44;322749;predicted;1931,77047;1879,119302;-53,33823094
Congo;COG;2020;Male;45-54;216521;predicted;2359,408251;2499,230764;140,2743733
Congo;COG;2020;Male;55-64;120792;predicted;2540,691314;2852,71463;313,5310365
Congo;COG;2020;Male;65-74;49686;predicted;2253,101782;2549,698353;298,0594361
Congo;COG;2020;Male;75-84;15883;predicted;1531,136355;1637,268642;106,5228844
Congo;COG;2020;Male;>85;2142;predicted;400,6724994;486,3027596;86,09839215
Congo;COG;2021;Female;0-24;1734251;predicted;5756,237726;5756,349534;0
Congo;COG;2021;Female;25-34;403432;predicted;1291,964874;1290,828254;-1,162038713
Congo;COG;2021;Female;35-44;330919;predicted;1693,78502;1875,499886;181,732608
Congo;COG;2021;Female;45-54;231524;predicted;1937,176557;2287,620341;350,5038293
Congo;COG;2021;Female;55-64;135085;predicted;2028,899671;2332,516205;303,6617444
Congo;COG;2021;Female;65-74;61178;predicted;2042,592378;2214,313251;171,729052
Congo;COG;2021;Female;75-84;21140;predicted;1637,344158;1717,136665;79,7829361
Congo;COG;2021;Female;>85;3569;predicted;618,0059953;733,7432002;115,7574581
Congo;COG;2021;Male;0-24;1760153;predicted;6271,302532;6271,424345;0
Congo;COG;2021;Male;25-34;403611;predicted;1426,19108;1439,39152;13,17640958
Congo;COG;2021;Male;35-44;329733;predicted;1950,626724;2169,427333;218,8236977
Congo;COG;2021;Male;45-54;224426;predicted;2356,807483;2753,179998;396,437209
Congo;COG;2021;Male;55-64;126400;predicted;2550,166092;2872,326001;322,2001599
Congo;COG;2021;Male;65-74;51827;predicted;2170,070487;2371,279045;201,2224803
Congo;COG;2021;Male;75-84;15999;predicted;1418,280731;1491,102145;72,81415577
Congo;COG;2021;Male;>85;2133;predicted;363,4324469;412,1392758;48,71334425
Cook Islands;COK;2020;Female;0-24;3355;predicted;0,694467823;0,694490548;0
Cook Islands;COK;2020;Female;25-34;1180;predicted;0,014139593;0,013228189;-0,000914549
Cook Islands;COK;2020;Female;35-44;1074;predicted;0,014139593;0,013719561;-0,000421731
Cook Islands;COK;2020;Female;45-54;1202;predicted;2,195016589;2,196358466;0,001273784
Cook Islands;COK;2020;Female;55-64;1070;predicted;39,16435805;38,9019988;-0,264416311
Cook Islands;COK;2020;Female;65-74;629;predicted;8,59834599;8,611808263;0,013219675
Cook Islands;COK;2020;Female;75-84;305;predicted;14,94216049;14,80895605;-0,134086637
Cook Islands;COK;2020;Female;>85;63;predicted;7,892147959;7,750579508;-0,142243876
Cook Islands;COK;2020;Male;0-24;3229;predicted;0,641559513;0,641580507;0
Cook Islands;COK;2020;Male;25-34;987;predicted;0,014139593;0,014488103;0,000349071
Cook Islands;COK;2020;Male;35-44;916;predicted;0,019694669;0,021030773;0,001339387
Cook Islands;COK;2020;Male;45-54;1139;predicted;5,973803669;6,372447193;0,399620029
Cook Islands;COK;2020;Male;55-64;1013;predicted;13,30918569;13,84729763;0,539257928
Cook Islands;COK;2020;Male;65-74;595;predicted;16,54300748;17,03030408;0,488186992
Cook Islands;COK;2020;Male;75-84;224;predicted;15,27239358;15,65426868;0,382497098
Cook Islands;COK;2020;Male;>85;39;predicted;5,521868093;5,697443654;0,17591077
Cook Islands;COK;2021;Female;0-24;3324;predicted;0,25746269;0,257463222;0
Cook Islands;COK;2021;Female;25-34;1178;predicted;0,008997246;0,007923226;-0,001074321
Cook Islands;COK;2021;Female;35-44;1063;predicted;0,008997246;0,008789307;-0,000208013
Cook Islands;COK;2021;Female;45-54;1186;predicted;7,206868202;7,535630483;0,328833855
Cook Islands;COK;2021;Female;55-64;1101;predicted;78,71652622;80,75954588;2,043394314
Cook Islands;COK;2021;Female;65-74;654;predicted;4,742535064;4,532581822;-0,210018264
Cook Islands;COK;2021;Female;75-84;314;predicted;8,20108384;7,602727773;-0,598530393
Cook Islands;COK;2021;Female;>85;67;predicted;4,665466968;5,0411628;0,375785002
Cook Islands;COK;2021;Male;0-24;3198;predicted;0,239172126;0,23917262;0
Cook Islands;COK;2021;Male;25-34;985;predicted;0,008997246;0,008003362;-0,000994164
Cook Islands;COK;2021;Male;35-44;905;predicted;0,009313293;0,009141927;-0,000171431
Cook Islands;COK;2021;Male;45-54;1103;predicted;2,051064957;2,117664477;0,066612798
Cook Islands;COK;2021;Male;55-64;1044;predicted;7,049671745;6,97397625;-0,075729973
Cook Islands;COK;2021;Male;65-74;604;predicted;9,167004622;8,840659685;-0,326449715
Cook Islands;COK;2021;Male;75-84;229;predicted;8,190795271;7,5886804;-0,602290164
Cook Islands;COK;2021;Male;>85;38;predicted;3,575288253;3,629876767;0,054595482
Colombia;COL;2020;Female;0-24;9714489;reported;6747,961091;6087,634549;-700,3890414
Colombia;COL;2020;Female;25-34;4332728;reported;2819,837749;2967,52439;107,6241409
Colombia;COL;2020;Female;35-44;3673272;reported;4081,571282;4744,804226;623,1704437
Colombia;COL;2020;Female;45-54;3102029;reported;6889,213963;8386,90058;1457,624117
Colombia;COL;2020;Female;55-64;2571517;reported;13189,53059;15936,92976;2707,336665
Colombia;COL;2020;Female;65-74;1517502;reported;19292,15296;23543,75156;4211,5361
Colombia;COL;2020;Female;75-84;699096;reported;28516,95941;31861,96653;3304,944623
Colombia;COL;2020;Female;>85;167403;reported;28164,5407;36044,48376;7839,880555
Colombia;COL;2020;Male;0-24;10049102;reported;13714,20616;12629,871;-1124,397658
Colombia;COL;2020;Male;25-34;4346491;reported;8891,537867;9218,894374;287,2940066
Colombia;COL;2020;Male;35-44;3582066;reported;7829,75802;9082,903301;1213,082781
Colombia;COL;2020;Male;45-54;2912192;reported;9881,960607;12726,4056;2804,382495
Colombia;COL;2020;Male;55-64;2331776;reported;18211,71779;24174,44416;5922,663873
Colombia;COL;2020;Male;65-74;1300731;reported;25877,49935;34792,14007;8874,578228
Colombia;COL;2020;Male;75-84;518701;reported;31364,8991;39408,84369;8003,882086
Colombia;COL;2020;Male;>85;92063;reported;21431,48975;29824,50245;8352,950201
Colombia;COL;2021;Female;0-24;9663641;reported;6761,19374;6632,279108;-209,6646319
Colombia;COL;2021;Female;25-34;4406173;reported;2883,158924;3704,164394;740,2554694
Colombia;COL;2021;Female;35-44;3758813;reported;4202,678205;6199,804338;1916,376132
Colombia;COL;2021;Female;45-54;3125817;reported;6957,997895;10992,45281;3953,704916
Colombia;COL;2021;Female;55-64;2645294;reported;13671,59215;21891,9612;8139,619045
Colombia;COL;2021;Female;65-74;1587425;reported;19987,63578;30365,10132;10296,71555
Colombia;COL;2021;Female;75-84;727506;reported;29017,87213;36964,87751;7866,255381
Colombia;COL;2021;Female;>85;172972;reported;29263,16145;40965,09119;11621,17974
Colombia;COL;2021;Male;0-24;9998831;reported;13679,66905;13759,59797;-0,821076674
Colombia;COL;2021;Male;25-34;4417940;reported;9051,134454;11341,06812;2209,183666
Colombia;COL;2021;Male;35-44;3674040;reported;8077,953856;12819,20408;4660,50022
Colombia;COL;2021;Male;45-54;2936645;reported;9990,110343;17741,23578;7670,375441
Colombia;COL;2021;Male;55-64;2397272;reported;18861,38681;31378,36036;12436,22354
Colombia;COL;2021;Male;65-74;1353188;reported;26890,63797;41793,47925;14822,09127
Colombia;COL;2021;Male;75-84;535192;reported;32070,1075;43942,84924;11791,99174
Colombia;COL;2021;Male;>85;95349;reported;22087,30258;32586,47333;10418,42075
Comoros;COM;2020;Female;0-24;229270;predicted;710,6333458;710,7479663;0
Comoros;COM;2020;Female;25-34;60260;predicted;106,7718367;93,59676507;-13,29855412
Comoros;COM;2020;Female;35-44;43734;predicted;126,5212872;121,6760133;-4,904872901
Comoros;COM;2020;Female;45-54;29203;predicted;160,6440787;163,9513348;3,307775703
Comoros;COM;2020;Female;55-64;20104;predicted;237,6608298;248,1338937;10,51878014
Comoros;COM;2020;Female;65-74;12383;predicted;369,1208563;382,5342479;13,4614171
Comoros;COM;2020;Female;75-84;5462;predicted;422,0486473;408,5496957;-13,67630458
Comoros;COM;2020;Female;>85;777;predicted;133,0485657;142,6373395;9,64437642
Comoros;COM;2020;Male;0-24;234124;predicted;883,3803941;883,5228776;0
Comoros;COM;2020;Male;25-34;59665;predicted;135,2518281;116,2609365;-19,16584983
Comoros;COM;2020;Male;35-44;43560;predicted;157,8513748;149,5729412;-8,370779974
Comoros;COM;2020;Male;45-54;31451;predicted;247,4032786;255,5814212;8,203789706
Comoros;COM;2020;Male;55-64;19850;predicted;349,5160823;382,2910369;32,98212069
Comoros;COM;2020;Male;65-74;11049;predicted;474,8086697;522,5519334;48,05062443
Comoros;COM;2020;Male;75-84;4617;predicted;435,6641849;453,5066728;17,91536933
Comoros;COM;2020;Male;>85;543;predicted;105,7308254;123,0019241;17,39302242
Comoros;COM;2021;Female;0-24;231958;predicted;690,5946706;690,6389617;0
Comoros;COM;2021;Female;25-34;61442;predicted;106,2959006;108,4984245;2,197381285
Comoros;COM;2021;Female;35-44;45601;predicted;129,5354702;146,7465542;17,21589697
Comoros;COM;2021;Female;45-54;29989;predicted;161,6398508;195,3826198;33,7581302
Comoros;COM;2021;Female;55-64;20894;predicted;247,6608106;290,8771277;43,23338278
Comoros;COM;2021;Female;65-74;12737;predicted;380,0946208;420,3800769;40,29178625
Comoros;COM;2021;Female;75-84;5470;predicted;426,3104932;456,7185695;30,40390657
Comoros;COM;2021;Female;>85;754;predicted;131,0941922;158,2990219;27,21716498
Comoros;COM;2021;Male;0-24;236726;predicted;863,5981669;863,6535535;0
Comoros;COM;2021;Male;25-34;61527;predicted;135,932149;140,0288866;4,091137663
Comoros;COM;2021;Male;35-44;45199;predicted;161,1446734;183,3464466;22,2083638
Comoros;COM;2021;Male;45-54;32122;predicted;252,9060067;301,9359639;49,05112037
Comoros;COM;2021;Male;55-64;20795;predicted;362,8871511;417,094845;54,22574716
Comoros;COM;2021;Male;65-74;11212;predicted;487,0484739;542,6832294;55,64592797
Comoros;COM;2021;Male;75-84;4558;predicted;435,722997;467,1956413;31,46868241
Comoros;COM;2021;Male;>85;519;predicted;103,618058;119,7680774;16,15568658
Cabo Verde;CPV;2020;Female;0-24;131637;reported;99,0822542;85;-14,08225421
Cabo Verde;CPV;2020;Female;25-34;54965;reported;29,02173923;28;-1,02173923
Cabo Verde;CPV;2020;Female;35-44;37441;reported;54,85235599;65;10,14764401
Cabo Verde;CPV;2020;Female;45-54;26646;reported;64,06435319;69;4,935646808
Cabo Verde;CPV;2020;Female;55-64;21699;reported;119,7636204;130;10,23637962
Cabo Verde;CPV;2020;Female;65-74;10481;reported;129,4427303;112;-17,44273026
Cabo Verde;CPV;2020;Female;75-84;6789;reported;292,1473411;293;0,852658861
Cabo Verde;CPV;2020;Female;>85;2977;reported;443,5637722;501;57,4362278
Cabo Verde;CPV;2020;Male;0-24;135312;reported;145,5590324;140;-5,559032376
Cabo Verde;CPV;2020;Male;25-34;57512;reported;85,46843932;76;-9,468439326
Cabo Verde;CPV;2020;Male;35-44;41761;reported;150,4478288;140;-10,4478288
Cabo Verde;CPV;2020;Male;45-54;26617;reported;209,9857081;212;2,014291872
Cabo Verde;CPV;2020;Male;55-64;17768;reported;220,4397735;278;57,56022645
Cabo Verde;CPV;2020;Male;65-74;6415;reported;190,5504561;202;11,4495439
Cabo Verde;CPV;2020;Male;75-84;3360;reported;240,1656754;304;63,83432461
Cabo Verde;CPV;2020;Male;>85;925;reported;285,3238029;324;38,67619707
Cabo Verde;CPV;2021;Female;0-24;130408;predicted;101,9614175;102,4980133;0
Cabo Verde;CPV;2021;Female;25-34;55698;predicted;29,62018724;30,9508744;1,215711918
Cabo Verde;CPV;2021;Female;35-44;39156;predicted;59,19907979;68,02584501;8,811725072
Cabo Verde;CPV;2021;Female;45-54;26868;predicted;70,47003607;86,84793895;16,56441988
Cabo Verde;CPV;2021;Female;55-64;22451;predicted;127,4113725;152,5966719;25,36839744
Cabo Verde;CPV;2021;Female;65-74;11334;predicted;138,4633105;156,7562818;18,17588245
Cabo Verde;CPV;2021;Female;75-84;6439;predicted;272,7281738;298,6225639;25,31078591
Cabo Verde;CPV;2021;Female;>85;2963;predicted;435,9970515;565,4742071;131,6112528
Cabo Verde;CPV;2021;Male;0-24;134167;predicted;145,4271014;146,1924456;0
Cabo Verde;CPV;2021;Male;25-34;57837;predicted;87,32483792;92,11869502;4,485214284
Cabo Verde;CPV;2021;Male;35-44;43531;predicted;154,8089193;179,6826043;24,89672557
Cabo Verde;CPV;2021;Male;45-54;27185;predicted;208,4938085;253,9520688;45,90571047
Cabo Verde;CPV;2021;Male;55-64;18640;predicted;237,8252364;279,4910519;41,82147009
Cabo Verde;CPV;2021;Male;65-74;6945;predicted;207,1046746;235,8543591;28,62288954
Cabo Verde;CPV;2021;Male;75-84;3101;predicted;226,558457;247,2337077;20,16135022
Cabo Verde;CPV;2021;Male;>85;875;predicted;278,3981717;320,5646712;42,11862866
Costa Rica;CRI;2020;Female;0-24;903584;reported;525,0668017;420,2926042;-104,7741975
Costa Rica;CRI;2020;Female;25-34;416985;reported;238,2652926;251,1769159;12,91162323
Costa Rica;CRI;2020;Female;35-44;373939;reported;398,8872467;448,3127563;49,42550962
Costa Rica;CRI;2020;Female;45-54;312371;reported;676,2334004;728,5071855;52,27378513
Costa Rica;CRI;2020;Female;55-64;270796;reported;1371,5683;1387,966421;16,39812069
Costa Rica;CRI;2020;Female;65-74;168068;reported;1933,287829;1902,322627;-30,96520225
Costa Rica;CRI;2020;Female;75-84;85815;reported;2764,446725;2606,80089;-157,6458352
Costa Rica;CRI;2020;Female;>85;24838;reported;3228,571114;3368,305142;139,7340279
Costa Rica;CRI;2020;Male;0-24;943109;reported;903,7321846;799,4985916;-104,233593
Costa Rica;CRI;2020;Male;25-34;432647;reported;723,4233441;685,4305979;-37,99274622
Costa Rica;CRI;2020;Male;35-44;380368;reported;844,5455243;813,5056997;-31,03982453
Costa Rica;CRI;2020;Male;45-54;305970;reported;1171,021114;1213,752627;42,73151221
Costa Rica;CRI;2020;Male;55-64;259843;reported;2136,956654;2322,440268;185,4836141
Costa Rica;CRI;2020;Male;65-74;153945;reported;2803,058876;3005,860978;202,8021025
Costa Rica;CRI;2020;Male;75-84;72322;reported;3129,657968;3250,998667;121,3406991
Costa Rica;CRI;2020;Male;>85;15255;reported;2622,227052;3003,828029;381,6009771
Costa Rica;CRI;2021;Female;0-24;893666;reported;512,3379273;437,8476396;-74,9277877
Costa Rica;CRI;2021;Female;25-34;415303;reported;247,2001586;284,5457833;36,90812478
Costa Rica;CRI;2021;Female;35-44;382434;reported;413,4124373;572,1041198;158,2541825
Costa Rica;CRI;2021;Female;45-54;314198;reported;701,3395223;879,6972427;177,9202204
Costa Rica;CRI;2021;Female;55-64;277963;reported;1390,489268;1796,481617;405,5548491
Costa Rica;CRI;2021;Female;65-74;175152;reported;2001,295667;2403,663895;401,9307282
Costa Rica;CRI;2021;Female;75-84;88847;reported;2864,201709;2997,83407;133,1948614
Costa Rica;CRI;2021;Female;>85;25507;reported;3350,769185;4005,861894;654,6552094
Costa Rica;CRI;2021;Male;0-24;932595;reported;905,1259008;831,7257372;-73,83766362
Costa Rica;CRI;2021;Male;25-34;430680;reported;726,6683804;825,7046519;98,59877152
Costa Rica;CRI;2021;Male;35-44;389735;reported;881,9977282;1123,332465;240,8972372
Costa Rica;CRI;2021;Male;45-54;308071;reported;1227,590167;1754,642463;526,6147963
Costa Rica;CRI;2021;Male;55-64;266590;reported;2243,700024;2776,788227;532,6507024
Costa Rica;CRI;2021;Male;65-74;159628;reported;2924,623484;3480,2626;555,2016152
Costa Rica;CRI;2021;Male;75-84;74740;reported;3262,312511;3699,74166;436,9916488
Costa Rica;CRI;2021;Male;>85;15516;reported;2716,599433;3210,765935;493,7290018
Cuba;CUB;2020;Female;0-24;1531016;reported;624,3528399;594,2359155;-30,3669244
Cuba;CUB;2020;Female;25-34;750994;reported;427,803644;346,1130331;-81,94061078
Cuba;CUB;2020;Female;35-44;667978;reported;772,1583344;716,2549796;-56,15335477
Cuba;CUB;2020;Female;45-54;980296;reported;2800,602713;2607,926574;-192,9261383
Cuba;CUB;2020;Female;55-64;796423;reported;5977,630233;5799,168099;-178,7121334
Cuba;CUB;2020;Female;65-74;528249;reported;9944,948257;10088,01853;142,820271
Cuba;CUB;2020;Female;75-84;312998;reported;14648,01814;14687,33242;39,06427288
Cuba;CUB;2020;Female;>85;106433;reported;16382,89945;15895,85683;-487,2926221
Cuba;CUB;2020;Male;0-24;1628092;reported;973,9022542;879,9570837;-94,19517036
Cuba;CUB;2020;Male;25-34;800416;reported;823,1461836;762,7843485;-60,61183509
Cuba;CUB;2020;Male;35-44;692549;reported;1416,494313;1305,381041;-111,363272
Cuba;CUB;2020;Male;45-54;950400;reported;4961,264053;4773,046521;-188,4675314
Cuba;CUB;2020;Male;55-64;745070;reported;9563,372099;9480,196815;-83,42528401
Cuba;CUB;2020;Male;65-74;465385;reported;13879,98217;14248,67608;368,4439161
Cuba;CUB;2020;Male;75-84;255418;reported;16425,68961;17217,48674;791,5471294
Cuba;CUB;2020;Male;>85;73040;reported;12246,39567;13046,565;799,9193273
Cuba;CUB;2021;Female;0-24;1511305;reported;661,156763;785,3324836;123,4882206
