country;iso3;year;sex;age_group;pop;type;expected.mean;acm.mean;excess.mean
Cambodia;KHM;2021;Male;75-84;79548;predicted;6974,573013;7400,488724;424,5531087
Cambodia;KHM;2021;Male;>85;12319;predicted;2696,906265;3089,014984;392,8681011
Kiribati;KIR;2020;Female;0-24;34009;predicted;177,9713117;177,9816874;0
Kiribati;KIR;2020;Female;25-34;10737;predicted;34,50460008;30,58792633;-3,927116065
Kiribati;KIR;2020;Female;35-44;7717;predicted;34,46885205;33,52381893;-0,949080128
Kiribati;KIR;2020;Female;45-54;5673;predicted;60,19617842;62,26580881;2,070566017
Kiribati;KIR;2020;Female;55-64;3892;predicted;87,63378298;92,63541168;5,007269201
Kiribati;KIR;2020;Female;65-74;2143;predicted;129,11836;135,4860605;6,373856239
Kiribati;KIR;2020;Female;75-84;695;predicted;106,7695945;104,837431;-1,942558386
Kiribati;KIR;2020;Female;>85;94;predicted;34,2279688;37,2337945;3,010292671
Kiribati;KIR;2020;Male;0-24;34593;predicted;224,7337353;224,7468373;0
Kiribati;KIR;2020;Male;25-34;9882;predicted;33,31526098;29,02514457;-4,30129266
Kiribati;KIR;2020;Male;35-44;6941;predicted;38,79846429;37,22663366;-1,577479101
Kiribati;KIR;2020;Male;45-54;5031;predicted;70,15180318;73,48643803;3,337710353
Kiribati;KIR;2020;Male;55-64;3326;predicted;103,7182587;114,7511252;11,05054287
Kiribati;KIR;2020;Male;65-74;1342;predicted;104,60815;116,6234332;12,03502118
Kiribati;KIR;2020;Male;75-84;346;predicted;59,64432124;63,05282682;3,412353921
Kiribati;KIR;2020;Male;>85;31;predicted;14,07983141;16,15862193;2,082440227
Kiribati;KIR;2021;Female;0-24;34382;predicted;175,0262093;175,037423;0
Kiribati;KIR;2021;Female;25-34;10902;predicted;35,85355411;36,74385288;0,888605895
Kiribati;KIR;2021;Female;35-44;8052;predicted;34,13361533;38,81599756;4,683379849
Kiribati;KIR;2021;Female;45-54;5679;predicted;60,9154065;74,07834572;13,16799018
Kiribati;KIR;2021;Female;55-64;4104;predicted;91,19620595;107,7999838;16,60922869
Kiribati;KIR;2021;Female;65-74;2207;predicted;134,132734;149,312235;15,18122999
Kiribati;KIR;2021;Female;75-84;731;predicted;112,1606577;120,8966451;8,734740737
Kiribati;KIR;2021;Female;>85;89;predicted;33,63363722;41,04307664;7,412324653
Kiribati;KIR;2021;Male;0-24;35065;predicted;219,842492;219,856577;0
Kiribati;KIR;2021;Male;25-34;10045;predicted;33,60014312;34,83253728;1,231078525
Kiribati;KIR;2021;Male;35-44;7278;predicted;40,90920325;46,86577995;5,958006912
Kiribati;KIR;2021;Male;45-54;4994;predicted;68,46011135;82,28558368;13,83049039
Kiribati;KIR;2021;Male;55-64;3556;predicted;110,7301842;128,3355328;17,61022854
Kiribati;KIR;2021;Male;65-74;1394;predicted;107,2587665;120,4453824;13,18871185
Kiribati;KIR;2021;Male;75-84;361;predicted;61,37097175;66,40757165;5,036092277
Kiribati;KIR;2021;Male;>85;31;predicted;14,00112701;16,0904754;2,089872388
Saint Kitts and Nevis;KNA;2020;Female;0-24;8316;reported;2,56944705;2,56944705;0
Saint Kitts and Nevis;KNA;2020;Female;25-34;3947;reported;0,889558452;0,852781372;-0,03677708
Saint Kitts and Nevis;KNA;2020;Female;35-44;3761;reported;8,863423855;8,884709444;0,021285588
Saint Kitts and Nevis;KNA;2020;Female;45-54;3173;reported;12,06194469;12,48062852;0,418683825
Saint Kitts and Nevis;KNA;2020;Female;55-64;2991;reported;25,36128003;26,02340171;0,66212168
Saint Kitts and Nevis;KNA;2020;Female;65-74;1433;reported;31,46214169;32,52799183;1,065850141
Saint Kitts and Nevis;KNA;2020;Female;75-84;657;reported;41,81549701;42,80483408;0,989337077
Saint Kitts and Nevis;KNA;2020;Female;>85;267;reported;48,63905421;48,77651254;0,13745833
Saint Kitts and Nevis;KNA;2020;Male;0-24;8172;reported;8,630915947;8,630915947;0
Saint Kitts and Nevis;KNA;2020;Male;25-34;3707;reported;8,462527282;8,967939742;0,505412459
Saint Kitts and Nevis;KNA;2020;Male;35-44;3371;reported;12,05321446;13,2843443;1,231129832
Saint Kitts and Nevis;KNA;2020;Male;45-54;3069;reported;24,22524741;26,63988574;2,414638338
Saint Kitts and Nevis;KNA;2020;Male;55-64;2761;reported;52,15651013;55,95114141;3,794631285
Saint Kitts and Nevis;KNA;2020;Male;65-74;1379;reported;51,96587591;55,14694065;3,181064742
Saint Kitts and Nevis;KNA;2020;Male;75-84;472;reported;41,09148979;43,43545246;2,343962669
Saint Kitts and Nevis;KNA;2020;Male;>85;139;reported;29,10448305;31,0230732;1,918590144
Saint Kitts and Nevis;KNA;2021;Female;0-24;8172;reported;2,454090912;2,454090912;0
Saint Kitts and Nevis;KNA;2021;Female;25-34;3896;reported;4,401894226;5,115421429;0,713527203
Saint Kitts and Nevis;KNA;2021;Female;35-44;3815;reported;8,494934668;10,54689772;2,051963049
Saint Kitts and Nevis;KNA;2021;Female;45-54;3172;reported;11,50902103;15,56479745;4,055776419
Saint Kitts and Nevis;KNA;2021;Female;55-64;3032;reported;24,55818738;34,53016901;9,971981635
Saint Kitts and Nevis;KNA;2021;Female;65-74;1558;reported;32,38013076;45,82602321;13,44589245
Saint Kitts and Nevis;KNA;2021;Female;75-84;656;reported;39,42089909;50,50439123;11,08349214
Saint Kitts and Nevis;KNA;2021;Female;>85;263;reported;43,76950978;55,2733151;11,50380532
Saint Kitts and Nevis;KNA;2021;Male;0-24;8046;reported;8,10313377;8,10313377;0
Saint Kitts and Nevis;KNA;2021;Male;25-34;3651;reported;7,930604509;8,603065207;0,672460699
Saint Kitts and Nevis;KNA;2021;Male;35-44;3372;reported;11,54813499;14,13078704;2,582652055
Saint Kitts and Nevis;KNA;2021;Male;45-54;3064;reported;23,08325875;30,42936821;7,346109459
Saint Kitts and Nevis;KNA;2021;Male;55-64;2784;reported;50,16634998;66,85975138;16,6934014
Saint Kitts and Nevis;KNA;2021;Male;65-74;1474;reported;53,03991855;71,89214763;18,85222908
Saint Kitts and Nevis;KNA;2021;Male;75-84;474;reported;38,74857221;50,91085795;12,16228574
Saint Kitts and Nevis;KNA;2021;Male;>85;136;reported;26,40129963;35,25578276;8,854483134
Republic of Korea;KOR;2020;Female;0-24;5878033;reported;1178,953856;1176,529619;-9,861736185
Republic of Korea;KOR;2020;Female;25-34;3245285;reported;1110,472279;1222,554861;104,645082
Republic of Korea;KOR;2020;Female;35-44;3765203;reported;2461,015852;2601,201414;132,7480621
Republic of Korea;KOR;2020;Female;45-54;4312845;reported;5191,191166;5460,498298;261,8696327
Republic of Korea;KOR;2020;Female;55-64;4053251;reported;9309,403387;9509,389128;192,5482415
Republic of Korea;KOR;2020;Female;65-74;2439265;reported;14662,11257;14305,56743;-363,9826413
Republic of Korea;KOR;2020;Female;75-84;1609927;reported;43823,50805;43069,79299;-761,1525582
Republic of Korea;KOR;2020;Female;>85;587005;reported;62582,62311;62485,74277;-104,3178344
Republic of Korea;KOR;2020;Male;0-24;6317708;reported;1730,238651;1709,666173;-28,009978
Republic of Korea;KOR;2020;Male;25-34;3675007;reported;2028,066429;2118,831672;83,32774282
Republic of Korea;KOR;2020;Male;35-44;3990779;reported;4595,555749;4563,771338;-39,22191095
Republic of Korea;KOR;2020;Male;45-54;4399794;reported;13057,31558;12767,92823;-296,824854
Republic of Korea;KOR;2020;Male;55-64;4000254;reported;26443,57474;25987,02586;-463,9863835
Republic of Korea;KOR;2020;Male;65-74;2202994;reported;33126,18827;33380,8644;247,2386317
Republic of Korea;KOR;2020;Male;75-84;1090537;reported;53041,68556;53959,79932;910,6762658
Republic of Korea;KOR;2020;Male;>85;208846;reported;29189,32567;30729,83649;1533,073321
Republic of Korea;KOR;2021;Female;0-24;5687383;reported;1182,829393;1065,243699;-117,5856935
Republic of Korea;KOR;2021;Female;25-34;3267908;reported;1129,683015;1127,87396;-1,809054516
Republic of Korea;KOR;2021;Female;35-44;3705617;reported;2450,06094;2392,967008;-57,09393234
Republic of Korea;KOR;2021;Female;45-54;4273910;reported;5104,633702;5398,399698;293,7659957
Republic of Korea;KOR;2021;Female;55-64;4101108;reported;9472,325768;9805,02892;332,7031519
Republic of Korea;KOR;2021;Female;65-74;2603085;reported;14515,65678;15587,32318;1071,666404
Republic of Korea;KOR;2021;Female;75-84;1625325;reported;43349,54526;43072,79895;-276,7463111
Republic of Korea;KOR;2021;Female;>85;625563;reported;64790,41174;67233,79618;2443,384443
Republic of Korea;KOR;2021;Male;0-24;6090233;reported;1643,68586;1517,727991;-125,9578691
Republic of Korea;KOR;2021;Male;25-34;3708974;reported;2056,186325;2040,075248;-16,11107743
Republic of Korea;KOR;2021;Male;35-44;3945367;reported;4527,446437;4386,630885;-140,815552
Republic of Korea;KOR;2021;Male;45-54;4361201;reported;12709,38296;12679,32306;-30,05989518
Republic of Korea;KOR;2021;Male;55-64;4058324;reported;26991,80859;26178,01207;-813,7965227
Republic of Korea;KOR;2021;Male;65-74;2358165;reported;33992,07499;36004,05845;2011,983453
Republic of Korea;KOR;2021;Male;75-84;1121448;reported;53952,21699;55021,53538;1069,318383
Republic of Korea;KOR;2021;Male;>85;224395;reported;31408,11237;33995,20532;2587,092953
Kuwait;KWT;2020;Female;0-24;621005;reported;306,5231151;291,6223756;-14,96323952
Kuwait;KWT;2020;Female;25-34;228394;reported;94,31662241;101,6105838;7,231461428
Kuwait;KWT;2020;Female;35-44;367476;reported;138,8789138;205,2533794;66,31196555
Kuwait;KWT;2020;Female;45-54;283003;reported;257,8298636;383,0719011;125,1795375
Kuwait;KWT;2020;Female;55-64;127667;reported;350,7369819;511,1012367;160,3017548
Kuwait;KWT;2020;Female;65-74;44096;reported;645,9736414;836,255105;190,2189636
Kuwait;KWT;2020;Female;75-84;15091;reported;645,7901331;806,7880357;160,9354026
Kuwait;KWT;2020;Female;>85;2461;reported;270,9626756;397,2973828;126,2722072
Kuwait;KWT;2020;Male;0-24;736825;reported;489,4960938;451,1679816;-38,3906122
Kuwait;KWT;2020;Male;25-34;277857;reported;331,6003877;408,7763592;77,11347147
Kuwait;KWT;2020;Male;35-44;687933;reported;506,9555211;812,5060967;305,4880756
Kuwait;KWT;2020;Male;45-54;585458;reported;801,7301178;1363,597188;561,8045706
Kuwait;KWT;2020;Male;55-64;271110;reported;875,954503;1608,863004;732,8460008
Kuwait;KWT;2020;Male;65-74;88021;reported;743,2774132;1154,667049;411,327136
Kuwait;KWT;2020;Male;75-84;21589;reported;638,8348287;866,0002869;227,1029582
Kuwait;KWT;2020;Male;>85;2134;reported;265,475728;370,4220341;104,8838061
Kuwait;KWT;2021;Female;0-24;605561;reported;301,4121309;301,9260912;0
Kuwait;KWT;2021;Female;25-34;195159;reported;90,70579177;122,0346842;31,29536991
Kuwait;KWT;2021;Female;35-44;359323;reported;141,610933;212,5967012;71,01921739
Kuwait;KWT;2021;Female;45-54;295079;reported;273,6946037;435,2854043;161,7502505
Kuwait;KWT;2021;Female;55-64;137590;reported;366,6078773;565,8358607;199,3746468
Kuwait;KWT;2021;Female;65-74;48201;reported;701,6901366;1019,112458;317,4547071
Kuwait;KWT;2021;Female;75-84;15614;reported;644,5255368;908,963429;264,3622291
Kuwait;KWT;2021;Female;>85;2681;reported;282,8481383;465,8841628;183,2631441
Kuwait;KWT;2021;Male;0-24;705708;reported;466,349826;467,1450338;0
Kuwait;KWT;2021;Male;25-34;217946;reported;310,2058526;420,2823178;109,9732245
Kuwait;KWT;2021;Male;35-44;646899;reported;511,6512334;767,5078922;255,9751024
Kuwait;KWT;2021;Male;45-54;609415;reported;847,0078267;1329,624148;483,0419158
Kuwait;KWT;2021;Male;55-64;287973;reported;919,3778596;1390,923959;471,8047904
Kuwait;KWT;2021;Male;65-74;98261;reported;812,8548417;1192,55902;379,788307
Kuwait;KWT;2021;Male;75-84;21983;reported;636,1420955;895,9207579;259,6992438
Kuwait;KWT;2021;Male;>85;2366;reported;286,5572179;442,3980804;155,9559493
Lao People's Democratic Republic;LAO;2020;Female;0-24;1832549;predicted;4171,114641;4181,241238;0
Lao People's Democratic Republic;LAO;2020;Female;25-34;628864;predicted;899,582714;760,9053978;-330,008191
Lao People's Democratic Republic;LAO;2020;Female;35-44;455448;predicted;1090,713029;1013,213045;-187,7697853
Lao People's Democratic Republic;LAO;2020;Female;45-54;321453;predicted;1642,97807;1618,575997;-66,51381569
Lao People's Democratic Republic;LAO;2020;Female;55-64;223492;predicted;2549,196384;2568,461588;30,6349665
Lao People's Democratic Republic;LAO;2020;Female;65-74;113126;predicted;3572,18206;3571,834675;-21,13171034
Lao People's Democratic Republic;LAO;2020;Female;75-84;44519;predicted;3802,981827;3547,145162;-621,0016544
Lao People's Democratic Republic;LAO;2020;Female;>85;9374;predicted;2044,511588;2247,148516;463,1065769
Lao People's Democratic Republic;LAO;2020;Male;0-24;1898845;predicted;5742,981992;5756,924755;0
Lao People's Democratic Republic;LAO;2020;Male;25-34;643988;predicted;1232,98834;1023,7519;-497,2095989
Lao People's Democratic Republic;LAO;2020;Male;35-44;470470;predicted;1450,095299;1325,939321;-299,1189828
Lao People's Democratic Republic;LAO;2020;Male;45-54;318927;predicted;2264,709685;2258,045349;-28,49434506
Lao People's Democratic Republic;LAO;2020;Male;55-64;212197;predicted;3770,384338;3982,131735;474,6340534
Lao People's Democratic Republic;LAO;2020;Male;65-74;103443;predicted;4290,020664;4556,916055;600,8785187
Lao People's Democratic Republic;LAO;2020;Male;75-84;34973;predicted;3608,976295;3620,356866;6,13512546
Lao People's Democratic Republic;LAO;2020;Male;>85;6488;predicted;1649,287653;1935,568401;661,3142629
Lao People's Democratic Republic;LAO;2021;Female;0-24;1837581;predicted;4048,805235;4053,343174;0
Lao People's Democratic Republic;LAO;2021;Female;25-34;638603;predicted;883,268828;858,7810744;-25,97864882
Lao People's Democratic Republic;LAO;2021;Female;35-44;471552;predicted;1102,819923;1190,568371;88,21332211
Lao People's Democratic Republic;LAO;2021;Female;45-54;329478;predicted;1665,573599;1916,372506;253,826385
Lao People's Democratic Republic;LAO;2021;Female;55-64;231775;predicted;2616,051848;2924,322361;311,3416926
Lao People's Democratic Republic;LAO;2021;Female;65-74;118252;predicted;3728,312894;3927,808948;199,15747
Lao People's Democratic Republic;LAO;2021;Female;75-84;45469;predicted;3877,995737;3956,465964;75,58108334
Lao People's Democratic Republic;LAO;2021;Female;>85;9043;predicted;1931,606239;2276,573394;349,5420445
Lao People's Democratic Republic;LAO;2021;Male;0-24;1905490;predicted;5599,153934;5605,42952;0
Lao People's Democratic Republic;LAO;2021;Male;25-34;652971;predicted;1216,738333;1194,820914;-23,73888337
Lao People's Democratic Republic;LAO;2021;Male;35-44;487224;predicted;1465,067954;1587,151025;122,8090059
Lao People's Democratic Republic;LAO;2021;Male;45-54;328160;predicted;2293,102658;2606,450701;316,8881331
Lao People's Democratic Republic;LAO;2021;Male;55-64;218706;predicted;3894,912212;4258,515855;366,3011899
Lao People's Democratic Republic;LAO;2021;Male;65-74;108086;predicted;4481,885332;4756,545105;274,93777
Lao People's Democratic Republic;LAO;2021;Male;75-84;35393;predicted;3673,317203;3749,255541;73,23333067
Lao People's Democratic Republic;LAO;2021;Male;>85;6088;predicted;1565,109457;1741,463547;178,0327193
Lebanon;LBN;2020;Female;0-24;1223893;reported;1234,677125;1433,712281;179,2315645
Lebanon;LBN;2020;Female;25-34;400456;reported;191,9848396;270,1931248;58,49562744
Lebanon;LBN;2020;Female;35-44;370727;reported;362,5090535;398,534859;16,00806744
Lebanon;LBN;2020;Female;45-54;346472;reported;765,6213331;947,3646437;162,1542665
Lebanon;LBN;2020;Female;55-64;277828;reported;1582,299154;1882,908338;281,0624347
Lebanon;LBN;2020;Female;65-74;169082;reported;2239,113859;2625,939431;367,2688847
Lebanon;LBN;2020;Female;75-84;94790;reported;3799,326555;4279,183613;459,753113
Lebanon;LBN;2020;Female;>85;28888;reported;3725,79921;3630,720114;-117,8303521
Lebanon;LBN;2020;Male;0-24;1300918;reported;1846,519038;2087,241902;220,7290498
Lebanon;LBN;2020;Male;25-34;337387;reported;416,3693292;523,4991792;87,41130399
Lebanon;LBN;2020;Male;35-44;325399;reported;557,3476028;748,0972142;171,3340002
Lebanon;LBN;2020;Male;45-54;305138;reported;1162,356139;1533,345983;352,0374512
Lebanon;LBN;2020;Male;55-64;245220;reported;2270,833163;2887,689021;598,3569013
Lebanon;LBN;2020;Male;65-74;158198;reported;3301,619131;4047,83075;727,6691904
Lebanon;LBN;2020;Male;75-84;61164;reported;4190,786388;4871,919781;661,7257829
Lebanon;LBN;2020;Male;>85;13758;reported;3324,915191;3329,819764;-17,1256431
Lebanon;LBN;2021;Female;0-24;1197654;reported;1665,129682;1591,918254;-86,23976979
Lebanon;LBN;2021;Female;25-34;386674;reported;198,6727734;290,8525697;86,35254168
Lebanon;LBN;2021;Female;35-44;365269;reported;367,6282527;484,0142037;110,0774245
Lebanon;LBN;2021;Female;45-54;343411;reported;742,7017621;1132,326815;384,0158064
Lebanon;LBN;2021;Female;55-64;285025;reported;1692,037284;2417,850855;719,1121876
Lebanon;LBN;2021;Female;65-74;174335;reported;2135,40403;4023,090728;1888,567548
Lebanon;LBN;2021;Female;75-84;95444;reported;3616,55987;5464,032056;1842,101184
Lebanon;LBN;2021;Female;>85;28833;reported;3425,761938;4522,646704;1086,232815
Lebanon;LBN;2021;Male;0-24;1280633;reported;2287,078756;2249,111936;-53,20054635
Lebanon;LBN;2021;Male;25-34;325463;reported;438,3609272;515,0977074;69,82586211
Lebanon;LBN;2021;Male;35-44;320589;reported;571,2059554;885,8792444;309,1468207
Lebanon;LBN;2021;Male;45-54;299423;reported;1150,846055;1909,413775;754,296108
Lebanon;LBN;2021;Male;55-64;250363;reported;2300,784836;4269,538312;1969,625267
Lebanon;LBN;2021;Male;65-74;161076;reported;3240,96806;5981,350062;2743,704938
Lebanon;LBN;2021;Male;75-84;61802;reported;3871,033461;6614,120899;2743,910464
Lebanon;LBN;2021;Male;>85;13090;reported;3067,913534;3850,755877;771,0935781
Liberia;LBR;2020;Female;0-24;1544660;predicted;6430,519901;6430,99054;0
Liberia;LBR;2020;Female;25-34;341491;predicted;990,8624702;877,5914594;-113,851788
Liberia;LBR;2020;Female;35-44;279096;predicted;1354,20065;1316,804493;-37,66340615
Liberia;LBR;2020;Female;45-54;186340;predicted;1554,891592;1602,145598;47,35159364
Liberia;LBR;2020;Female;55-64;107619;predicted;1835,589175;1936,27513;101,0025075
Liberia;LBR;2020;Female;65-74;66465;predicted;2593,540168;2715,520902;122,3370554
Liberia;LBR;2020;Female;75-84;27238;predicted;2370,370881;2320,506483;-50,2622627
Liberia;LBR;2020;Female;>85;3028;predicted;554,0662764;585,606909;31,64133471
Liberia;LBR;2020;Male;0-24;1577461;predicted;7796,637776;7797,208399;0
Liberia;LBR;2020;Male;25-34;337705;predicted;1101,680791;957,8221047;-144,5847724
Liberia;LBR;2020;Male;35-44;268804;predicted;1428,523595;1367,008738;-61,89572379
Liberia;LBR;2020;Male;45-54;172275;predicted;1706,735267;1778,922133;72,3850945
Liberia;LBR;2020;Male;55-64;100428;predicted;1938,356592;2142,650261;205,0672655
Liberia;LBR;2020;Male;65-74;51254;predicted;2198,656627;2445,785889;248,0758065
Liberia;LBR;2020;Male;75-84;20934;predicted;1973,729774;2075,452703;102,0339755
Liberia;LBR;2020;Male;>85;2442;predicted;466,0057914;539,103258;73,39099279
Liberia;LBR;2021;Female;0-24;1573691;predicted;6238,591053;6238,682216;0
Liberia;LBR;2021;Female;25-34;348542;predicted;980,6563207;943,5146784;-37,17085484
Liberia;LBR;2021;Female;35-44;283246;predicted;1348,791673;1440,852236;92,07771986
Liberia;LBR;2021;Female;45-54;194181;predicted;1592,70572;1812,939322;220,2985314
Liberia;LBR;2021;Female;55-64;110581;predicted;1864,100743;2063,818267;199,7702689
Liberia;LBR;2021;Female;65-74;66752;predicted;2577,380606;2689,748195;112,3749191
Liberia;LBR;2021;Female;75-84;27883;predicted;2387,55722;2411,2483;23,6656668
Liberia;LBR;2021;Female;>85;3169;predicted;568,4357905;635,7352117;67,3180677
Liberia;LBR;2021;Male;0-24;1607963;predicted;7582,763618;7582,874423;0
Liberia;LBR;2021;Male;25-34;345199;predicted;1089,217468;1058,435013;-30,8107069
Liberia;LBR;2021;Male;35-44;273867;predicted;1419,388914;1522,082416;102,7138864
Liberia;LBR;2021;Male;45-54;178870;predicted;1743,959852;1963,802773;219,9054828
Liberia;LBR;2021;Male;55-64;103769;predicted;1966,856467;2134,37603;167,5579084
Liberia;LBR;2021;Male;65-74;51791;predicted;2173,104223;2286,959612;113,8692246
Liberia;LBR;2021;Male;75-84;21070;predicted;1976,146137;2001,132096;24,96707887
Liberia;LBR;2021;Male;>85;2482;predicted;474,9691019;511,7552103;36,79389946
Libya;LBY;2020;Female;0-24;1522102;predicted;1056,898722;1057,408859;0
Libya;LBY;2020;Female;25-34;468384;predicted;392,4392381;375,4743843;-17,22352668
Libya;LBY;2020;Female;35-44;500829;predicted;798,6938341;840,7344228;41,82324453
Libya;LBY;2020;Female;45-54;404186;predicted;1375,79347;1530,735173;154,9004728
Libya;LBY;2020;Female;55-64;213907;predicted;1607,615667;1830,016004;222,5190949
Libya;LBY;2020;Female;65-74;108510;predicted;1966,96652;2222,028286;255,1382309
Libya;LBY;2020;Female;75-84;52854;predicted;2764,082346;2907,20173;142,3576306
Libya;LBY;2020;Female;>85;12231;predicted;1760,274503;2155,178124;395,6448041
Libya;LBY;2020;Male;0-24;1599534;predicted;1747,496985;1748,340456;0
Libya;LBY;2020;Male;25-34;491964;predicted;973,8424046;913,5795704;-60,97806447
Libya;LBY;2020;Male;35-44;520981;predicted;1489,675221;1542,18908;52,00393127
Libya;LBY;2020;Male;45-54;406089;predicted;2382,595385;2681,598626;299,055677
Libya;LBY;2020;Male;55-64;206242;predicted;2745,487157;3271,643521;526,9499657
Libya;LBY;2020;Male;65-74;91632;predicted;3140,311253;3766,177853;626,8713982
Libya;LBY;2020;Male;75-84;45841;predicted;3406,400211;3861,595655;455,3822795
Libya;LBY;2020;Male;>85;7174;predicted;1195,10223;1557,460255;363,2417141
Libya;LBY;2021;Female;0-24;1528458;predicted;1071,51532;1071,574434;0
Libya;LBY;2021;Female;25-34;471592;predicted;396,8803625;456,1370672;59,24809872
Libya;LBY;2021;Female;35-44;497722;predicted;788,6628919;1009,121043;220,4640921
Libya;LBY;2021;Female;45-54;420537;predicted;1407,339542;1911,461117;504,1570161
Libya;LBY;2021;Female;55-64;229023;predicted;1700,053552;2246,109429;546,0845753
Libya;LBY;2021;Female;65-74;110620;predicted;1995,927878;2480,290427;484,3610792
Libya;LBY;2021;Female;75-84;54258;predicted;2742,352504;3303,926769;561,5489296
Libya;LBY;2021;Female;>85;12562;predicted;1769,750607;2457,374972;687,6809774
Libya;LBY;2021;Male;0-24;1606631;predicted;1814,836548;1814,93667;0
Libya;LBY;2021;Male;25-34;494657;predicted;1034,54691;1199,190831;164,6237723
Libya;LBY;2021;Male;35-44;518543;predicted;1535,666862;1968,312974;432,6584369
Libya;LBY;2021;Male;45-54;423048;predicted;2533,830288;3398,912587;865,1365616
Libya;LBY;2021;Male;55-64;220268;predicted;2938,820997;3798,188119;859,3977546
Libya;LBY;2021;Male;65-74;93184;predicted;3153,709812;3948,914225;795,2087925
Libya;LBY;2021;Male;75-84;45352;predicted;3381,476571;4074,400516;692,8928102
Libya;LBY;2021;Male;>85;7313;predicted;1204,065515;1578,840818;374,7929427
Saint Lucia;LCA;2020;Female;0-24;30564;predicted;23,50966877;23,50967704;0
Saint Lucia;LCA;2020;Female;25-34;15372;predicted;10,50193327;9,840608657;-0,661342657
Saint Lucia;LCA;2020;Female;35-44;13341;predicted;19,08434366;18,61910931;-0,465251159
Saint Lucia;LCA;2020;Female;45-54;12466;predicted;45,0805421;45,22194419;0,141389303
Saint Lucia;LCA;2020;Female;55-64;9637;predicted;82,86039558;82,43888879;-0,421545083
Saint Lucia;LCA;2020;Female;65-74;5466;predicted;133,5726312;133,8528666;0,280194501
Saint Lucia;LCA;2020;Female;75-84;2751;predicted;199,8271768;198,236018;-1,591263556
Saint Lucia;LCA;2020;Female;>85;752;predicted;156,2131744;153,2100397;-3,003254816
Saint Lucia;LCA;2020;Male;0-24;31527;predicted;44,95278324;44,95279905;0
Saint Lucia;LCA;2020;Male;25-34;15808;predicted;27,33433067;28,07959874;0,745274627
Saint Lucia;LCA;2020;Male;35-44;13382;predicted;41,63130495;44,4356618;2,804403047
Saint Lucia;LCA;2020;Male;45-54;12021;predicted;93,31659967;99,46618553;6,149686458
Saint Lucia;LCA;2020;Male;55-64;9134;predicted;173,1518971;180,2245984;7,072793858
Saint Lucia;LCA;2020;Male;65-74;4614;predicted;213,6436141;219,7948814;6,151325595
Saint Lucia;LCA;2020;Male;75-84;1928;predicted;210,0587002;215,2187891;5,160126975
Saint Lucia;LCA;2020;Male;>85;379;predicted;91,26287313;94,2933335;3,030494006
Saint Lucia;LCA;2021;Female;0-24;29943;predicted;23,44337899;23,44373885;0
Saint Lucia;LCA;2021;Female;25-34;15523;predicted;11,02700616;13,23101119;2,203926335
Saint Lucia;LCA;2021;Female;35-44;13519;predicted;19,77569445;26,04849043;6,272750192
Saint Lucia;LCA;2021;Female;45-54;12479;predicted;46,11687716;65,72478963;19,60801037
Saint Lucia;LCA;2021;Female;55-64;10009;predicted;87,8074935;130,1595585;42,3524576
Saint Lucia;LCA;2021;Female;65-74;5640;predicted;139,9105584;208,5721047;68,66222036
Saint Lucia;LCA;2021;Female;75-84;2802;predicted;205,9986546;278,4401583;72,44131852
Saint Lucia;LCA;2021;Female;>85;731;predicted;155,6799989;205,5009369;49,82059569
Saint Lucia;LCA;2021;Male;0-24;30886;predicted;45,24729986;45,24799442;0
Saint Lucia;LCA;2021;Male;25-34;15999;predicted;28,77152988;32,89139234;4,119590102
Saint Lucia;LCA;2021;Male;35-44;13519;predicted;43,57424186;56,11487662;12,54048125
Saint Lucia;LCA;2021;Male;45-54;12019;predicted;96,37812352;134,0696745;37,6916205
Saint Lucia;LCA;2021;Male;55-64;9440;predicted;184,7443263;259,5600776;74,81599006
Saint Lucia;LCA;2021;Male;65-74;4741;predicted;224,3986505;320,7557397;96,35760447
Saint Lucia;LCA;2021;Male;75-84;1939;predicted;218,6062054;302,7000216;84,09391639
Saint Lucia;LCA;2021;Male;>85;363;predicted;90,89145433;125,9094347;35,01802425
Sri Lanka;LKA;2020;Female;0-24;4152447;reported;1908,389056;1908,389056;-2,75
Sri Lanka;LKA;2020;Female;25-34;1509353;reported;916,5161478;733,8605447;-185,4056031
Sri Lanka;LKA;2020;Female;35-44;1595180;reported;1730,941666;1441,90893;-291,7827362
Sri Lanka;LKA;2020;Female;45-54;1362542;reported;3514,260109;3014,216222;-502,7938871
Sri Lanka;LKA;2020;Female;55-64;1237326;reported;7355,208394;6254,959141;-1102,999253
Sri Lanka;LKA;2020;Female;65-74;898788;reported;15909,95172;13626,41228;-2286,289443
Sri Lanka;LKA;2020;Female;75-84;394018;reported;19613,2539;16634,04261;-2981,961297
Sri Lanka;LKA;2020;Female;>85;92059;reported;14206,62708;11890,91748;-2318,459602
Sri Lanka;LKA;2020;Male;0-24;4274580;reported;2695,278537;2695,278537;-2,75
Sri Lanka;LKA;2020;Male;25-34;1431138;reported;1673,791716;1470,477096;-206,0646199
Sri Lanka;LKA;2020;Male;35-44;1484802;reported;3845,564383;3512,100714;-336,213669
Sri Lanka;LKA;2020;Male;45-54;1251825;reported;8220,7846;7492,491844;-731,0427559
Sri Lanka;LKA;2020;Male;55-64;1070011;reported;15350,26783;13644,1151;-1708,902721
